ReportShipping,ReportQtySold,ReportTax,ReportTotalSales,StoreName,StoreShipping,StoreQtySold,StoreTax,StoreTotalSales,TransactionNumber,TransactionDate,Register,TransactionShipping,TransactionQtySold,TransactionTax,TransactionTotalSales,ItemSku,ItemDescription,Supplier,Department,Category,SalesRep,Price,Cost,QtySold,Tax,TotalSales,PriceA,PriceB,PriceC,SalePrice,SaleStartDate,SaleEndDate,BinLocation
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000150,06/04/2017,Register: 1,£0.00,2.00,£2.82,£19.76,380010,CRAFTSMAN'S KNIFE HVK,Casstrom Limited,KNIVES,FIXED BLADE,Unassigned,£8.95,£2.63,1.00,£1.49,£10.44,£0.00,£0.00,£0.00,£0.00,,,Z5
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000150,06/04/2017,Register: 1,£0.00,2.00,£2.82,£19.76,JRY-BIOSA,BISLEY SILICONE OIL AEROSOL,John Rothery (Wholesale)Co Ltd,CHEMICAL & CLEANING,OILS & GREASES,Unassigned,£7.99,£3.67,1.00,£1.33,£9.32,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000151,06/04/2017,Register: 1,£0.00,1.00,£0.50,£3.50,DIVE FILL 232,DIVER'S TANK 232 BAR FILL,Shooting Supplies Limited,AIR GUN,CHARGING,Unassigned,£3.00,£0.01,1.00,£0.50,£3.50,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000152,06/04/2017,Register: 1,£0.00,2.00,£1.00,£246.99,JRY-EXT,EXPRESS GUN OIL DROPPER,John Rothery (Wholesale)Co Ltd,CHEMICAL & CLEANING,OILS & GREASES,Unassigned,£5.99,£2.52,1.00,£1.00,£6.99,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000152,06/04/2017,Register: 1,£0.00,2.00,£1.00,£246.99,2HANDGOODS,SECONDHAND GOODS,Shooting Supplies Limited,SECONDHAND GOODS,SECONDHAND GOODS,Unassigned,£240.00,£0.00,1.00,£0.00,£240.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000153,06/04/2017,Register: 1,£0.00,2.00,£1.08,£14.08,JRY-HNBA20,H&N BARACUDA .20 (200),John Rothery (Wholesale)Co Ltd,PELLETS,DOMED,Unassigned,£6.49,£3.78,1.00,£1.08,£7.57,£0.00,£0.00,£0.00,£0.00,,,H
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000153,06/04/2017,Register: 1,£0.00,2.00,£1.08,£14.08,POST & PACKING,POSTAGE & PACKING,Shooting Supplies Limited,POST & PACKING,POST & PACKING,Unassigned,£6.51,£0.00,1.00,£0.00,£6.51,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000154,06/04/2017,Register: 1,£0.00,4.00,£9.15,£64.07,PCX2000,EXPRESS S'SHELL PRIMER (100),Lyalvale Express Limited,RELOADING,PRIMERS,Unassigned,£4.99,£2.66,3.00,£2.50,£17.47,£0.00,£0.00,£0.00,£0.00,,,E
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000154,06/04/2017,Register: 1,£0.00,4.00,£9.15,£64.07,ALLI-107,ALLIANT RED DOT,Edgar Brothers,RELOADING,POWDER,Unassigned,£39.95,£22.99,1.00,£6.66,£46.61,£0.00,£0.00,£0.00,£0.00,,,G
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000155,06/04/2017,Register: 1,£0.00,4.00,£6.23,£43.61,MILCO2,12G CO2 CAPSULE,LR Nash (SMK) Ltd,AIR GUN,SPARES & ACCESSORIES,Unassigned,£9.95,£2.10,2.00,£3.32,£23.22,£0.00,£0.00,£0.00,£0.00,,,Z9
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000155,06/04/2017,Register: 1,£0.00,4.00,£6.23,£43.61,RA2317163,RWS SUPER FIELD .22 5.51MM,Ruag Ammotec (UK) Limited,PELLETS,DOMED,Unassigned,£9.99,£5.50,1.00,£1.67,£11.66,£0.00,£0.00,£0.00,£0.00,,,Z8
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000155,06/04/2017,Register: 1,£0.00,4.00,£6.23,£43.61,RA2317162,RWS SUPER FIELD .177 4.51MM,Ruag Ammotec (UK) Limited,PELLETS,DOMED,Unassigned,£7.49,£4.00,1.00,£1.25,£8.74,£0.00,£0.00,£0.00,£0.00,,,Z9
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000156,06/04/2017,Register: 1,£0.00,1.00,£0.00,£20.00,POST & PACKING,POSTAGE & PACKING,Shooting Supplies Limited,POST & PACKING,POST & PACKING,Unassigned,£20.00,£0.00,1.00,£0.00,£20.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000157,06/04/2017,Register: 1,£0.00,2.00,£40.49,£283.44,JRY-PESG,PELTOR EAR DEFEND H64FB/V,John Rothery (Wholesale)Co Ltd,SAFETY EQUIPMENT,EAR DEFENDERS,Unassigned,£27.95,£13.05,1.00,£4.66,£32.61,£0.00,£0.00,£0.00,£0.00,,,Z1
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000157,06/04/2017,Register: 1,£0.00,2.00,£40.49,£283.44,SL5+,SAFE 5 SHOTGUN + TOP LOCK,Brattonsound Engineering Ltd,SAFES,SHOTGUN & RIFLE,Unassigned,£215.00,£126.27,1.00,£35.83,£250.83,£0.00,£0.00,£0.00,£0.00,,,1
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000158,06/04/2017,Register: 1,£0.00,1.00,£0.00,£0.00,JRY-BIOSA,BISLEY SILICONE OIL AEROSOL,John Rothery (Wholesale)Co Ltd,CHEMICAL & CLEANING,OILS & GREASES,Unassigned,£7.99,£3.67,1.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000483,20/04/2017,Register: 1,£0.00,1.00,£5.99,£41.94,718,BSA RIFLE SLIP S10 LONG,BSA Guns (UK) Limited,GUN SLIPS & CASES,RIFLE SLIP,Unassigned,£35.95,£18.40,1.00,£5.99,£41.94,£0.00,£0.00,£0.00,£0.00,,,O
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000484,20/04/2017,Register: 1,£0.00,2.00,-£25.00,"£1,225.00",2HANDGOODS,SECONDHAND GOODS,Shooting Supplies Limited,SECONDHAND GOODS,SECONDHAND GOODS,Unassigned,£765.00,£0.00,1.00,£0.00,£765.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000484,20/04/2017,Register: 1,£0.00,2.00,-£25.00,"£1,225.00",2HANDGOODS,SECONDHAND GOODS,Shooting Supplies Limited,SECONDHAND GOODS,SECONDHAND GOODS,Unassigned,£615.00,£0.00,1.00,£0.00,£615.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000484,20/04/2017,Register: 1,£0.00,2.00,-£25.00,"£1,225.00",POST & PACKING,POSTAGE & PACKING,Shooting Supplies Limited,POST & PACKING,POST & PACKING,Unassigned,£20.00,£0.00,1.00,£0.00,£20.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000484,20/04/2017,Register: 1,£0.00,2.00,-£25.00,"£1,225.00",DEPOSIT,DEPOSIT,Shooting Supplies Limited,MISCELLANEOUS,MISCELLANEOUS,Unassigned,£150.00,£0.00,-1.00,-£25.00,-£175.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000485,20/04/2017,Register: 1,£0.00,1.00,£9.99,£69.94,60019934L,FLEECE- LRG - HENRY NAVY BLUE,Baleno,CLOTHING,FLEECE,Unassigned,£59.95,£27.13,1.00,£9.99,£69.94,£0.00,£0.00,£0.00,£0.00,,,V
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000486,20/04/2017,Register: 1,£0.00,-1.00,£0.00,-£89.00,2HANDGOODS,SECONDHAND GOODS,Shooting Supplies Limited,SECONDHAND GOODS,SECONDHAND GOODS,Unassigned,£89.00,£0.00,-1.00,£0.00,-£89.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000487,20/04/2017,Register: 1,£0.00,6.00,£10.20,£71.42,JRY-BIMA177,BISLEY MAGNUM .177 (500),John Rothery (Wholesale)Co Ltd,PELLETS,DOMED,Unassigned,£9.99,£5.92,1.00,£1.67,£11.66,£0.00,£0.00,£0.00,£0.00,,,Z8
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000487,20/04/2017,Register: 1,£0.00,6.00,£10.20,£71.42,DAYFT 177 HEAVY,DAYSTATE FT .177 HEAVY,Daystate Limited,PELLETS,DOMED,Unassigned,£13.99,£6.66,1.00,£2.33,£16.32,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000487,20/04/2017,Register: 1,£0.00,6.00,£10.20,£71.42,AAP-451,AIR ARM DIAB FIELD .17 (500),Deben Group Industries Ltd,PELLETS,DOMED,Unassigned,£10.49,£5.99,1.00,£1.75,£12.24,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000487,20/04/2017,Register: 1,£0.00,6.00,£10.20,£71.42,JRY-HNFTT177,H&N FIELD TARGET TROPHY .177,John Rothery (Wholesale)Co Ltd,PELLETS,DOMED,Unassigned,£9.25,£5.33,1.00,£1.54,£10.79,£0.00,£0.00,£0.00,£0.00,,,Z9
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000487,20/04/2017,Register: 1,£0.00,6.00,£10.20,£71.42,RA2136406,RWS .177 HOBBY 6.9gr,Ruag Ammotec (UK) Limited,PELLETS,FLAT,Unassigned,£5.75,£3.00,1.00,£0.96,£6.71,£0.00,£0.00,£0.00,£0.00,,,Z9
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000487,20/04/2017,Register: 1,£0.00,6.00,£10.20,£71.42,JRY-JSEX4.51,JSB EXACT .177 (500),John Rothery (Wholesale)Co Ltd,PELLETS,DOMED,Unassigned,£11.75,£5.99,1.00,£1.96,£13.71,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000488,20/04/2017,Register: 1,£0.00,1.00,£20.83,£145.83,JRY-PEST,PELTOR SPORTTAC ELECT EAR DEF,John Rothery (Wholesale)Co Ltd,SAFETY EQUIPMENT,EAR DEFENDERS,Unassigned,£129.95,£77.40,1.00,£20.83,£145.83,£0.00,£0.00,£0.00,£0.00,,,Z1
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000489,20/04/2017,Register: 1,£0.00,1.00,£2.16,£15.11,LAK-9801,ALL NATURAL BALSAM,Morehouse A/S,FOOTWEAR,CLEANING,Unassigned,£12.95,£6.50,1.00,£2.16,£15.11,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000490,21/04/2017,Register: 1,£0.00,2.00,£3.92,£27.42,JRY-JSEX4.51,JSB EXACT .177 (500),John Rothery (Wholesale)Co Ltd,PELLETS,DOMED,Unassigned,£11.75,£5.99,2.00,£3.92,£27.42,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000491,21/04/2017,Register: 1,£0.00,50.00,£3.00,£21.00,410B2INF6,"410  2"" F6",Eley Hawk Limited,CARTRIDGES,SHOTGUN CARTRIDGES,Unassigned,£0.36,£0.17,50.00,£3.00,£21.00,£0.00,£0.00,£0.00,£0.00,,,CART
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000492,21/04/2017,Register: 1,£0.00,1.00,£28.33,£198.28,611007255-IGTUK,GAMO IGT WHISPER .22,BSA Guns (UK) Limited,AIR GUN,RIFLE,Unassigned,£169.95,£99.00,1.00,£28.33,£198.28,£0.00,£0.00,£0.00,£0.00,,,L
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000493,21/04/2017,Register: 1,£0.00,1.00,£20.83,£145.83,123,MISCELLANEOUS ITEM,Shooting Supplies Limited,MISCELLANEOUS,MISCELLANEOUS,Unassigned,£125.00,£0.00,1.00,£20.83,£145.83,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000494,21/04/2017,Register: 1,£0.00,2.00,£3.21,£22.45,JRY-HNFTT177,H&N FIELD TARGET TROPHY .177,John Rothery (Wholesale)Co Ltd,PELLETS,DOMED,Unassigned,£9.25,£5.33,1.00,£1.54,£10.79,£0.00,£0.00,£0.00,£0.00,,,Z9
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000494,21/04/2017,Register: 1,£0.00,2.00,£3.21,£22.45,JRY-BIMA177,BISLEY MAGNUM .177 (500),John Rothery (Wholesale)Co Ltd,PELLETS,DOMED,Unassigned,£9.99,£5.92,1.00,£1.67,£11.66,£0.00,£0.00,£0.00,£0.00,,,Z8
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000495,21/04/2017,Register: 1,£0.00,5.00,£10.51,£73.56,WPLACCU22,WEBLEY ACCUPELL .22 14.3gr,Highland Outdoors Limited,PELLETS,DOMED,Unassigned,£12.95,£6.82,1.00,£2.16,£15.11,£0.00,£0.00,£0.00,£0.00,,,Z8
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000495,21/04/2017,Register: 1,£0.00,5.00,£10.51,£73.56,LE-90006,LEE CASE LUBE,Henry Krank & Company Limited,RELOADING,CHEMICALS,Unassigned,£3.25,£1.61,1.00,£0.54,£3.79,£0.00,£0.00,£0.00,£0.00,,,P
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000495,21/04/2017,Register: 1,£0.00,5.00,£10.51,£73.56,LE-90110,LEE CASE CUTTER & LOCKSTUD,Henry Krank & Company Limited,RELOADING,EQUIPMENT,Unassigned,£5.95,£3.55,1.00,£0.99,£6.94,£0.00,£0.00,£0.00,£0.00,,,P
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000495,21/04/2017,Register: 1,£0.00,5.00,£10.51,£73.56,LE-90119,LEE CASE LENGTH GAUGE .243,Henry Krank & Company Limited,RELOADING,EQUIPMENT,Unassigned,£5.95,£2.99,1.00,£0.99,£6.94,£0.00,£0.00,£0.00,£0.00,,,P
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000495,21/04/2017,Register: 1,£0.00,5.00,£10.51,£73.56,LE-90504,LEE DIE SET RIFLE .243,Henry Krank & Company Limited,RELOADING,DIES,Unassigned,£34.95,£20.70,1.00,£5.83,£40.78,£0.00,£0.00,£0.00,£0.00,,,P
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000496,21/04/2017,Register: 1,£0.00,1.00,£4.08,£28.58,HORN-22241,HORNADY .224/40 V MAX (100),Edgar Brothers,RELOADING,GAME,Unassigned,£24.50,£13.71,1.00,£4.08,£28.58,£0.00,£0.00,£0.00,£0.00,,,F
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000497,21/04/2017,Register: 1,£0.00,2.00,£84.83,£593.83,1958,GAMO PHOX PACKAGE .22,BSA Guns (UK) Limited,AIR GUN,RIFLE,Unassigned,£499.00,£289.00,1.00,£83.17,£582.17,£0.00,£0.00,£0.00,£0.00,,,L
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000497,21/04/2017,Register: 1,£0.00,2.00,£84.83,£593.83,AAP-552,AIR ARM DIAB FIELD .22 (500),Deben Group Industries Ltd,PELLETS,DOMED,Unassigned,£13.95,£8.08,1.00,£1.67,£11.67,£0.00,£0.00,£0.00,£0.00,,,Z7
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000498,21/04/2017,Register: 1,£0.00,3.00,£55.95,£391.65,GLP08,P08,Soldier of Fortune GmbH,AIR GUN,PISTOL,Unassigned,£139.95,£47.99,1.00,£23.33,£163.28,£0.00,£0.00,£0.00,£0.00,,,T
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000498,21/04/2017,Register: 1,£0.00,3.00,£55.95,£391.65,RA2136406,RWS .177 HOBBY 6.9gr,Ruag Ammotec (UK) Limited,PELLETS,FLAT,Unassigned,£5.75,£3.00,1.00,£0.96,£6.71,£0.00,£0.00,£0.00,£0.00,,,Z9
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000498,21/04/2017,Register: 1,£0.00,3.00,£55.95,£391.65,123,MISCELLANEOUS ITEM,Shooting Supplies Limited,MISCELLANEOUS,MISCELLANEOUS,Unassigned,£190.00,£0.00,1.00,£31.67,£221.67,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000499,21/04/2017,Register: 1,£0.00,3.00,£2.53,£112.73,RA2137453,RWS .177 GECO 7.0gr,Ruag Ammotec (UK) Limited,PELLETS,FLAT,Unassigned,£5.25,£2.50,1.00,£0.88,£6.13,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000499,21/04/2017,Register: 1,£0.00,3.00,£2.53,£112.73,MILCO2,12G CO2 CAPSULE,LR Nash (SMK) Ltd,AIR GUN,SPARES & ACCESSORIES,Unassigned,£9.95,£2.10,1.00,£1.66,£11.61,£0.00,£0.00,£0.00,£0.00,,,Z9
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000499,21/04/2017,Register: 1,£0.00,3.00,£2.53,£112.73,2HANDGOODS,SECONDHAND GOODS,Shooting Supplies Limited,SECONDHAND GOODS,SECONDHAND GOODS,Unassigned,£95.00,£0.00,1.00,£0.00,£95.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000500,21/04/2017,Register: 1,£0.00,2.00,£8.37,£58.57,HOD-48951,HODGDON H4895,Edgar Brothers,RELOADING,POWDER,Unassigned,£46.95,£28.22,1.00,£7.83,£54.78,£0.00,£0.00,£0.00,£0.00,,,G
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000500,21/04/2017,Register: 1,£0.00,2.00,£8.37,£58.57,LE-90006,LEE CASE LUBE,Henry Krank & Company Limited,RELOADING,CHEMICALS,Unassigned,£3.25,£1.61,1.00,£0.54,£3.79,£0.00,£0.00,£0.00,£0.00,,,P
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000501,21/04/2017,Register: 1,£0.00,900.00,£15.00,£105.00,CCI-956,CCI 22 AR TACTICAL,GMK Limited,AMMUNITION,TARGET,Unassigned,£0.10,£0.06,900.00,£15.00,£105.00,£0.00,£0.00,£0.00,£0.00,,,SAFE
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000502,21/04/2017,Register: 1,£0.00,1.00,£4.66,£32.61,FF-GSSGR,FAIRFAX SHOTGUN SLIP GREEN,Fair Fax,GUN SLIPS & CASES,RIFLE SLIP,Unassigned,£27.95,£8.95,1.00,£4.66,£32.61,£0.00,£0.00,£0.00,£0.00,,,O
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000503,21/04/2017,Register: 1,£0.00,1.00,£1.67,£11.66,123,MISCELLANEOUS ITEM,Shooting Supplies Limited,MISCELLANEOUS,MISCELLANEOUS,Unassigned,£9.99,£0.00,1.00,£1.67,£11.66,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000505,21/04/2017,Register: 1,£0.00,2.00,£49.99,£99.94,HW95K SIL 177,WEIHRAUCH HW95K INC MOD.177,Hull Cartridge Company Limited,AIR GUN,RIFLE,Unassigned,£299.95,£204.25,1.00,£49.99,£349.94,£0.00,£0.00,£0.00,£0.00,,,L
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000505,21/04/2017,Register: 1,£0.00,2.00,£49.99,£99.94,2HANDGOODS,SECONDHAND GOODS,Shooting Supplies Limited,SECONDHAND GOODS,SECONDHAND GOODS,Unassigned,£0.00,£0.00,1.00,£0.00,-£250.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000506,21/04/2017,Register: 1,£0.00,3.00,£70.48,£493.38,11301,VANTAGE 4X32 MILDOT W/R,Deben Group Industries Ltd,OPTICS,SCOPES,Unassigned,£43.95,£21.92,1.00,£7.33,£51.28,£0.00,£0.00,£0.00,£0.00,,,Z7
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000506,21/04/2017,Register: 1,£0.00,3.00,£70.48,£493.38,1880,BSA ULTRA JSR 6FT/LBS .177,BSA Guns (UK) Limited,AIR GUN,RIFLE,Unassigned,£359.00,£230.00,1.00,£59.83,£418.83,£0.00,£0.00,£0.00,£0.00,,,L
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000506,21/04/2017,Register: 1,£0.00,3.00,£70.48,£493.38,LOGRATBAG,RIFLE SLIP FOR RATCATCHER,ASI Limited,GUN SLIPS & CASES,RIFLE SLIP,Unassigned,£19.95,£7.50,1.00,£3.33,£23.28,£0.00,£0.00,£0.00,£0.00,,,O
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000507,21/04/2017,Register: 1,£0.00,2.00,£2.98,£20.88,380010,CRAFTSMAN'S KNIFE HVK,Casstrom Limited,KNIVES,FIXED BLADE,Unassigned,£8.95,£2.63,2.00,£2.98,£20.88,£0.00,£0.00,£0.00,£0.00,,,Z5
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000508,21/04/2017,Register: 1,£0.00,1.00,£16.67,£116.67,DEPOSIT,DEPOSIT,Shooting Supplies Limited,MISCELLANEOUS,MISCELLANEOUS,Unassigned,£100.00,£0.00,1.00,£16.67,£116.67,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000509,21/04/2017,Register: 1,£0.00,1.00,£1.54,£10.79,JRY-BCSNCM110,"BIRCHWOOD SHOOT & SEE 1"" 2"" 3""",John Rothery (Wholesale)Co Ltd,TARGET,PAPER,Unassigned,£9.25,£3.52,1.00,£1.54,£10.79,£0.00,£0.00,£0.00,£0.00,,,S
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001000510,21/04/2017,Register: 1,£0.00,104.00,£29.57,£206.96,CAMOTAPE5MX50CM,JUNGLE TAPE CAMO 5M X 50CM,Empire Tapes PLC,"HIDES, NETS & TAPE",TAPE,Unassigned,£1.99,£0.79,1.00,£0.33,£2.32,£0.00,£0.00,£0.00,£0.00,,,M
