ReportShipping,ReportQtySold,ReportTax,ReportTotalSales,StoreName,StoreShipping,StoreQtySold,StoreTax,StoreTotalSales,TransactionNumber,TransactionDate,Register,TransactionShipping,TransactionQtySold,TransactionTax,TransactionTotalSales,ItemSku,ItemDescription,Supplier,Department,Category,SalesRep,Price,Cost,QtySold,Tax,TotalSales,PriceA,PriceB,PriceC,SalePrice,SaleStartDate,SaleEndDate,BinLocation
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001606,09/06/2017,Register: 1,£0.00,36.00,£92.04,£644.29,107299051662,NSI 12G SLUG  32G,Edgar Brothers,AMMUNITION,TARGET,Unassigned,£0.75,£0.40,10.00,£1.25,£8.75,£0.00,£0.00,£0.00,£0.00,,,CART
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001606,09/06/2017,Register: 1,£0.00,36.00,£92.04,£644.29,DN2317625,GECO COMP SLUG 12G/27G,Ruag Ammotec (UK) Limited,AMMUNITION,TARGET,Unassigned,£0.79,£0.42,25.00,£3.29,£23.04,£0.00,£0.00,£0.00,£0.00,,,SAFE
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001607,09/06/2017,Register: 1,£0.00,250.00,£13.33,£93.33,20BCT24GF7.5,20B CT COMP 24GR F7.5,Eley Hawk Limited,CARTRIDGES,SHOTGUN CARTRIDGES,Unassigned,£0.37,£0.17,250.00,£13.33,£93.33,£0.00,£0.00,£0.00,£0.00,,,CART
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001609,09/06/2017,Register: 1,£0.00,2.00,£13.98,£97.88,HORN-26302,HORNADY 6.5/140G SST (100),Edgar Brothers,RELOADING,GAME,Unassigned,£48.95,£20.91,1.00,£8.16,£57.11,£0.00,£0.00,£0.00,£0.00,,,F
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001609,09/06/2017,Register: 1,£0.00,2.00,£13.98,£97.88,ATECW2217RF,"WAVE MODERATOR BLACK 1/2""UNF",Forge Consulting Limited,MODERATORS,RIM FIRE,Unassigned,£34.95,£20.00,1.00,£5.83,£40.78,£0.00,£0.00,£0.00,£0.00,,,J
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001610,09/06/2017,Register: 1,£0.00,4.00,£7.17,£50.17,REMI-X22606,REMINGTON 6-1/2 SM RIFLE(100),Raytrade UK Ltd,RELOADING,PRIMERS,Unassigned,£4.35,£0.00,3.00,£2.18,£15.23,£0.00,£0.00,£0.00,£0.00,,,E
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001610,09/06/2017,Register: 1,£0.00,4.00,£7.17,£50.17,HORN-22261,HORNADY .224/50 V MAX (100),Edgar Brothers,RELOADING,GAME,Unassigned,£29.95,£12.65,1.00,£4.99,£34.94,£0.00,£0.00,£0.00,£0.00,,,F
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001611,09/06/2017,Register: 1,£0.00,7.00,£316.67,"£2,216.67",JRY-BISP12,BISLEY SNAP CAPS 12G PLASTIC,John Rothery (Wholesale)Co Ltd,SHOTGUNS,SPARES & ACCESSORIES,Unassigned,£7.45,£2.64,2.00,£2.48,£17.38,£0.00,£0.00,£0.00,£0.00,,,C
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001611,09/06/2017,Register: 1,£0.00,7.00,£316.67,"£2,216.67",12495,BROWNING LEGIA SPRAY,Browning International SA,CHEMICAL & CLEANING,OILS & GREASES,Unassigned,£12.95,£8.00,1.00,£2.16,£15.11,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001611,09/06/2017,Register: 1,£0.00,7.00,£316.67,"£2,216.67",JRY-DNPCK12,POUCH CLEANING KIT,John Rothery (Wholesale)Co Ltd,CHEMICAL & CLEANING,KITS,Unassigned,£26.95,£12.44,1.00,£1.67,£11.67,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001611,09/06/2017,Register: 1,£0.00,7.00,£316.67,"£2,216.67",BER-FOL60189999,"BER UNIFORM PRO 53"" 690 BLACK",GMK Limited,GUN SLIPS & CASES,SHOTGUN SLIP,Unassigned,£54.95,£22.00,1.00,£3.33,£23.33,£0.00,£0.00,£0.00,£0.00,,,O
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001611,09/06/2017,Register: 1,£0.00,7.00,£316.67,"£2,216.67",BER-FO120189730,BER SOFT CASE FOR XPLOR A400,GMK Limited,GUN SLIPS & CASES,SHOTGUN SLIP,Unassigned,£77.95,£35.00,1.00,£2.50,£17.50,£0.00,£0.00,£0.00,£0.00,,,O
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001611,09/06/2017,Register: 1,£0.00,7.00,£316.67,"£2,216.67",50984,"BERETTA 690 I SPORT 30""M/C",GMK Limited,SHOTGUNS,OVER & UNDER,Unassigned,"£2,275.00","£1,610.00",1.00,£366.67,"£2,566.67",£0.00,£0.00,£0.00,£0.00,,,A
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001611,09/06/2017,Register: 1,£0.00,7.00,£316.67,"£2,216.67",50220,BERETTA 12G  PIGEON1 SP 28 M/C,GMK Limited,SHOTGUNS,OVER & UNDER,Unassigned,"£1,650.00","£1,175.00",1.00,£271.19,"£1,898.34",£0.00,£0.00,£0.00,£0.00,,,A
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001611,09/06/2017,Register: 1,£0.00,7.00,£316.67,"£2,216.67",DEPOSIT,DEPOSIT,Shooting Supplies Limited,MISCELLANEOUS,MISCELLANEOUS,Unassigned,"£2,000.00",£0.00,-1.00,-£333.33,"-£2,333.33",£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001612,09/06/2017,Register: 1,£0.00,402.00,£34.48,£241.38,JRY-PEST,PELTOR SPORTTAC ELECT EAR DEF,John Rothery (Wholesale)Co Ltd,SAFETY EQUIPMENT,EAR DEFENDERS,Unassigned,£129.95,£77.40,1.00,£21.66,£151.61,£0.00,£0.00,£0.00,£0.00,,,Z1
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001612,09/06/2017,Register: 1,£0.00,402.00,£34.48,£241.38,CCI-30,CCI 22 MINI MAG SOLID 40G,GMK Limited,AMMUNITION,TARGET,Unassigned,£0.10,£0.06,300.00,£5.00,£35.00,£0.00,£0.00,£0.00,£0.00,,,SAFE
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001612,09/06/2017,Register: 1,£0.00,402.00,£34.48,£241.38,20BCT24GF7.5,20B CT COMP 24GR F7.5,Eley Hawk Limited,CARTRIDGES,SHOTGUN CARTRIDGES,Unassigned,£0.37,£0.17,100.00,£6.17,£43.17,£0.00,£0.00,£0.00,£0.00,,,CART
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001612,09/06/2017,Register: 1,£0.00,402.00,£34.48,£241.38,SHR-45824,SHR SHOOT & SEE BULL,GMK Limited,TARGET,PAPER,Unassigned,£9.95,£4.50,1.00,£1.66,£11.61,£0.00,£0.00,£0.00,£0.00,,,S
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001613,09/06/2017,Register: 1,£0.00,1.00,£50.00,£350.00,AU JZCOM.30 18M,JET-Z COMPACT TO .30 18MM,Forge Consulting Limited,MODERATORS,CENTRE FIRE,Unassigned,£313.00,£186.00,1.00,£50.00,£350.00,£0.00,£0.00,£0.00,£0.00,,,J
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001614,09/06/2017,Register: 1,£0.00,5.00,£57.65,"£1,337.65",2HANDGOODS,SECONDHAND GOODS,Shooting Supplies Limited,SECONDHAND GOODS,SECONDHAND GOODS,Unassigned,£34.10,£0.00,1.00,£0.00,£34.10,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001614,09/06/2017,Register: 1,£0.00,5.00,£57.65,"£1,337.65",2HANDGOODS,SECONDHAND GOODS,Shooting Supplies Limited,SECONDHAND GOODS,SECONDHAND GOODS,Unassigned,£900.00,£0.00,1.00,£0.00,£900.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001614,09/06/2017,Register: 1,£0.00,5.00,£57.65,"£1,337.65",13310,AIRMAX 30 TAC 4-16X50 AMX IR,Deben Group Industries Ltd,OPTICS,SCOPES,Unassigned,£309.95,£178.19,1.00,£51.66,£361.61,£0.00,£0.00,£0.00,£0.00,,,J
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001614,09/06/2017,Register: 1,£0.00,5.00,£57.65,"£1,337.65",AAP-552,AIR ARM DIAB FIELD .22 (500),Deben Group Industries Ltd,PELLETS,DOMED,Unassigned,£13.95,£8.08,1.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,,,Z7
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001614,09/06/2017,Register: 1,£0.00,5.00,£57.65,"£1,337.65",JRY-BIM30TH,BISLEY 2-PIECE 30MM HIGH MOUNT,John Rothery (Wholesale)Co Ltd,OPTICS,MOUNTS & RAILS,Unassigned,£35.95,£17.20,1.00,£5.99,£41.94,£0.00,£0.00,£0.00,£0.00,,,J
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001615,09/06/2017,Register: 1,£0.00,142.00,£22.39,£156.73,JRY-PB60,BISLEY P' BRONZE .60,John Rothery (Wholesale)Co Ltd,CHEMICAL & CLEANING,"JAGS, MOPS & PBs",Unassigned,£5.95,£2.58,1.00,£0.99,£6.94,£0.00,£0.00,£0.00,£0.00,,,C
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001615,09/06/2017,Register: 1,£0.00,142.00,£22.39,£156.73,A-348,PRIVI 8X57 FMJ 198G,Henry Krank & Company Limited,AMMUNITION,TARGET,Unassigned,£0.94,£0.57,60.00,£9.40,£65.80,£0.00,£0.00,£0.00,£0.00,,,SAFE
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001615,09/06/2017,Register: 1,£0.00,142.00,£22.39,£156.73,LE-90006,LEE CASE LUBE,Henry Krank & Company Limited,RELOADING,CHEMICALS,Unassigned,£3.99,£2.18,1.00,£0.67,£4.66,£0.00,£0.00,£0.00,£0.00,,,P
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001615,09/06/2017,Register: 1,£0.00,142.00,£22.39,£156.73,A-143,PRIVI 303 FMJ BT 174G,Henry Krank & Company Limited,AMMUNITION,TARGET,Unassigned,£0.85,£0.49,80.00,£11.33,£79.33,£0.00,£0.00,£0.00,£0.00,,,SAFE
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001616,09/06/2017,Register: 1,£0.00,4.00,£0.00,£499.00,MILT350,RHINO .25 350,LR Nash (SMK) Ltd,PELLETS,DOMED,Unassigned,£7.95,£4.49,1.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,,,H
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001616,09/06/2017,Register: 1,£0.00,4.00,£0.00,£499.00,2HANDGOODS,SECONDHAND GOODS,Shooting Supplies Limited,SECONDHAND GOODS,SECONDHAND GOODS,Unassigned,£499.00,£0.00,1.00,£0.00,£499.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001616,09/06/2017,Register: 1,£0.00,4.00,£0.00,£499.00,JRY-BIPC25,BISLEY PEST CONTROL .25 (200),John Rothery (Wholesale)Co Ltd,PELLETS,HOLLOW,Unassigned,£6.49,£3.63,1.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,,,H
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001616,09/06/2017,Register: 1,£0.00,4.00,£0.00,£499.00,JRY-HNFTT25,H&N FIELD TARGET TROPHY .25,John Rothery (Wholesale)Co Ltd,PELLETS,DOMED,Unassigned,£5.75,£3.06,1.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,,,H
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001617,09/06/2017,Register: 1,£0.00,1.00,£16.67,£116.67,123,MISCELLANEOUS ITEM,Shooting Supplies Limited,MISCELLANEOUS,MISCELLANEOUS,Unassigned,£100.00,£0.00,1.00,£16.67,£116.67,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001618,10/06/2017,Register: 1,£0.00,1.00,£1.21,£8.46,RA2136791,RWS .177 SUPERDOME 8.4gr,Ruag Ammotec (UK) Limited,PELLETS,DOMED,Unassigned,£7.25,£3.50,1.00,£1.21,£8.46,£0.00,£0.00,£0.00,£0.00,,,Z9
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001619,10/06/2017,Register: 1,£0.00,"1,000.00",£15.00,£105.00,CCI-30,CCI 22 MINI MAG SOLID 40G,GMK Limited,AMMUNITION,TARGET,Unassigned,£0.10,£0.06,"1,000.00",£15.00,£105.00,£0.00,£0.00,£0.00,£0.00,,,SAFE
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001620,10/06/2017,Register: 1,£0.00,5.00,£78.65,"£1,050.55",JRY-BIM30TH,BISLEY 2-PIECE 30MM HIGH MOUNT,John Rothery (Wholesale)Co Ltd,OPTICS,MOUNTS & RAILS,Unassigned,£35.95,£17.20,1.00,£5.99,£41.94,£0.00,£0.00,£0.00,£0.00,,,J
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001620,10/06/2017,Register: 1,£0.00,5.00,£78.65,"£1,050.55",AAP-551,AIR ARM DIAB FIELD .22 (500),Deben Group Industries Ltd,PELLETS,DOMED,Unassigned,£13.95,£8.08,1.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,,,Z7
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001620,10/06/2017,Register: 1,£0.00,5.00,£78.65,"£1,050.55",26348,PHOTON 6.5X50 DIGITAL XT,Thomas Jacks Limited,OPTICS,NIGHT VISION,Unassigned,£419.95,£250.00,1.00,£66.67,£466.67,£0.00,£0.00,£0.00,£0.00,,,Z3
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001620,10/06/2017,Register: 1,£0.00,5.00,£78.65,"£1,050.55",2HANDGOODS,SECONDHAND GOODS,Shooting Supplies Limited,SECONDHAND GOODS,SECONDHAND GOODS,Unassigned,£500.00,£0.00,1.00,£0.00,£500.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001620,10/06/2017,Register: 1,£0.00,5.00,£78.65,"£1,050.55",718,BSA RIFLE SLIP S10 LONG,BSA Guns (UK) Limited,GUN SLIPS & CASES,RIFLE SLIP,Unassigned,£35.95,£18.40,1.00,£5.99,£41.94,£0.00,£0.00,£0.00,£0.00,,,O
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001621,10/06/2017,Register: 1,£0.00,850.00,£21.67,£151.67,12BFIR28GF7.5,FIRST 28GR F7.5,Eley Hawk Limited,CARTRIDGES,SHOTGUN CARTRIDGES,Unassigned,£0.28,£0.13,250.00,£10.17,£71.17,£0.00,£0.00,£0.00,£0.00,,,CART
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001621,10/06/2017,Register: 1,£0.00,850.00,£21.67,£151.67,02400,ELEY FORCE,Eley Limited,AMMUNITION,TARGET,Unassigned,£0.12,£0.08,100.00,£2.00,£14.00,£0.00,£0.00,£0.00,£0.00,,,SAFE
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001621,10/06/2017,Register: 1,£0.00,850.00,£21.67,£151.67,02100,ELEY 22 CLUB,Eley Limited,AMMUNITION,TARGET,Unassigned,£0.11,£0.07,300.00,£5.50,£38.50,£0.00,£0.00,£0.00,£0.00,,,SAFE
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001621,10/06/2017,Register: 1,£0.00,850.00,£21.67,£151.67,02300,ELEY 22 CONTACT,Eley Limited,AMMUNITION,TARGET,Unassigned,£0.12,£0.08,200.00,£4.00,£28.00,£0.00,£0.00,£0.00,£0.00,,,SAFE
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001622,10/06/2017,Register: 1,£0.00,850.00,£45.13,£315.88,12BFIR28GF7.5,FIRST 28GR F7.5,Eley Hawk Limited,CARTRIDGES,SHOTGUN CARTRIDGES,Unassigned,£0.28,£0.13,250.00,£8.79,£61.54,£0.00,£0.00,£0.00,£0.00,,,CART
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001622,10/06/2017,Register: 1,£0.00,850.00,£45.13,£315.88,12BBLU28GF7.5,OLY BLUES 28GR F7.5,Eley Hawk Limited,CARTRIDGES,SHOTGUN CARTRIDGES,Unassigned,£0.30,£0.14,250.00,£9.13,£63.88,£0.00,£0.00,£0.00,£0.00,,,CART
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001622,10/06/2017,Register: 1,£0.00,850.00,£45.13,£315.88,12BVIPG30GF6,VIP GAME 30GR F6,Eley Hawk Limited,CARTRIDGES,SHOTGUN CARTRIDGES,Unassigned,£0.49,£0.22,250.00,£15.21,£106.46,£0.00,£0.00,£0.00,£0.00,,,CART
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001622,10/06/2017,Register: 1,£0.00,850.00,£45.13,£315.88,DN2317625,GECO COMP SLUG 12G/27G,Ruag Ammotec (UK) Limited,AMMUNITION,TARGET,Unassigned,£0.79,£0.42,100.00,£12.00,£84.00,£0.00,£0.00,£0.00,£0.00,,,SAFE
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001623,10/06/2017,Register: 1,£0.00,1.00,£0.83,£5.83,AGT FILL 1,AIR GUN TANK FILL 3 LT/300&232,Shooting Supplies Limited,AIR GUN,CHARGING,Unassigned,£5.00,£0.01,1.00,£0.83,£5.83,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001624,10/06/2017,Register: 1,£0.00,3.00,£5.66,£39.59,CCI-11,CCI 200 STD LG RIF PRIMER 100,GMK Limited,RELOADING,PRIMERS,Unassigned,£4.49,£2.75,2.00,£1.50,£10.48,£0.00,£0.00,£0.00,£0.00,,,E
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001624,10/06/2017,Register: 1,£0.00,3.00,£5.66,£39.59,SPR-1047,SPEER .224 55gr SPITZER SP,GMK Limited,RELOADING,GAME,Unassigned,£24.95,£14.10,1.00,£4.16,£29.11,£0.00,£0.00,£0.00,£0.00,,,F
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001625,10/06/2017,Register: 1,£0.00,2.00,£1.00,£7.00,DIVE FILL 232,DIVER'S TANK 232 BAR FILL,Shooting Supplies Limited,AIR GUN,CHARGING,Unassigned,£3.00,£0.01,2.00,£1.00,£7.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001627,10/06/2017,Register: 1,£0.00,3.00,£5.62,£108.31,RF2132095,9mm GARDEN GUN CARTRIDGE (50),Ruag Ammotec (UK) Limited,CARTRIDGES,SHOTGUN CARTRIDGES,Unassigned,£20.69,£11.40,1.00,£3.45,£24.14,£0.00,£0.00,£0.00,£0.00,,,CART
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001627,10/06/2017,Register: 1,£0.00,3.00,£5.62,£108.31,123,MISCELLANEOUS ITEM,Shooting Supplies Limited,MISCELLANEOUS,MISCELLANEOUS,Unassigned,£13.00,£0.00,1.00,£2.17,£15.17,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001001627,10/06/2017,Register: 1,£0.00,3.00,£5.62,£108.31,2HANDGOODS,SECONDHAND GOODS,Shooting Supplies Limited,SECONDHAND GOODS,SECONDHAND GOODS,Unassigned,£69.00,£0.00,1.00,£0.00,£69.00,£0.00,£0.00,£0.00,£0.00,,,
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001002230,08/07/2017,Register: 1,£0.00,500.00,£10.83,£75.83,CW22SUB42,WINCHESTER 22 SUBS MAX 42G,Browning International SA,AMMUNITION,GAME,Unassigned,£0.13,£0.07,500.00,£10.83,£75.83,£0.00,£0.00,£0.00,£0.00,,,SAFE
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001002231,08/07/2017,Register: 1,£0.00,1.00,£1.66,£11.61,MILCO2,12G CO2 CAPSULE,LR Nash (SMK) Ltd,AIR GUN,SPARES & ACCESSORIES,Unassigned,£9.95,£2.10,1.00,£1.66,£11.61,£0.00,£0.00,£0.00,£0.00,,,Z9
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001002232,08/07/2017,Register: 1,£0.00,3.00,£2.31,£16.19,JRY-PH01FLF3,BISLEY PATCHES RIFLE F3,John Rothery (Wholesale)Co Ltd,CHEMICAL & CLEANING,CLOTHS & PATCHES,Unassigned,£2.99,£1.35,1.00,£0.50,£3.49,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001002232,08/07/2017,Register: 1,£0.00,3.00,£2.31,£16.19,JRY-BIOBT,BISLEY BORE CLEANER DROPPER,John Rothery (Wholesale)Co Ltd,CHEMICAL & CLEANING,CLEANING CHEMICALS,Unassigned,£6.49,£2.69,1.00,£1.08,£7.57,£0.00,£0.00,£0.00,£0.00,,,D
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001002232,08/07/2017,Register: 1,£0.00,3.00,£2.31,£16.19,JRY-LNB30,LOOSE NYLON BRUSH .30,John Rothery (Wholesale)Co Ltd,CHEMICAL & CLEANING,"JAGS, MOPS & PBs",Unassigned,£4.40,£1.69,1.00,£0.73,£5.13,£0.00,£0.00,£0.00,£0.00,,,C
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001002233,08/07/2017,Register: 1,£0.00,1.00,£0.49,£3.44,LE-90205,LEE AUTO PRIME SHELL HOLDER 5,Henry Krank & Company Limited,RELOADING,EQUIPMENT,Unassigned,£2.95,£1.40,1.00,£0.49,£3.44,£0.00,£0.00,£0.00,£0.00,,,P
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001002234,08/07/2017,Register: 1,£0.00,551.00,£11.50,£80.49,CBC-44B,CBC 44  COWBOY RNFP 240G,Viking Arms Limited,AMMUNITION,TARGET,Unassigned,£0.61,£0.31,50.00,£5.08,£35.58,£0.00,£0.00,£0.00,£0.00,,,SAFE
£0.00,"960,391.20","£150,518.95","£1,201,759.67",Shooting Supplies,£0.00,"960,391.20","£150,518.95","£1,201,759.67",00010001002234,08/07/2017,Register: 1,£0.00,551.00,£11.50,£80.49,CCI-21,CCI 22 BLAZER SOLID 40G,GMK Limited,AMMUNITION,TARGET,Unassigned,£0.07,£0.04,500.00,£5.83,£40.83,£0.00,£0.00,£0.00,£0.00,,,SAFE
